,date,location_key,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_persons_vaccinated_pfizer,cumulative_persons_vaccinated_pfizer,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_pfizer,new_persons_vaccinated_moderna,cumulative_persons_vaccinated_moderna,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_moderna,new_persons_vaccinated_janssen,cumulative_persons_vaccinated_janssen,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen,new_vaccine_doses_administered_janssen,cumulative_vaccine_doses_administered_janssen,new_persons_vaccinated_sinovac,total_persons_vaccinated_sinovac,new_persons_fully_vaccinated_sinovac,total_persons_fully_vaccinated_sinovac,new_vaccine_doses_administered_sinovac,total_vaccine_doses_administered_sinovac
2175559,2021-10-07,US_SD_46101,,,0.0,2641.0,,,,,,,,,,,,,,,,,,,,,,,,,,
582960,2021-03-17,IL_Z_0047,6.0,2956.0,12.0,2767.0,18.0,5723.0,,,,,,,,,,,,,,,,,,,,,,,,
551228,2022-01-04,IL_WE_3616,26.0,28980.0,45.0,26450.0,71.0,55430.0,,,,,,,,,,,,,,,,,,,,,,,,
1060032,2021-10-28,US_CO_08071,,,9.0,8046.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169263,2022-02-14,AR_Q_042,0.0,6660.0,6.0,6221.0,6.0,12881.0,,,,,,,,,,,,,,,,,,,,,,,,
334604,2021-12-19,FR_ARA_38,230.0,984252.0,119.0,968649.0,349.0,1952901.0,,,,,,,,,,,,,,,,,,,,,,,,
2382465,2021-10-05,US_VA_51037,,,1.0,4337.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1366841,2021-07-06,US_IN_18183,,,13.0,12781.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1632117,2021-08-25,US_MO_29025,,,9.0,2799.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2139275,2021-06-11,US_SC_45047,,,0.0,23701.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1004905,2021-08-03,US_AZ_04001,,,74.0,43500.0,,,,,,,,,,,,,,,,,,,,,,,,,,
392276,2021-12-07,FR_OCC_66,202.0,363701.0,219.0,355506.0,421.0,719207.0,,,,,,,,,,,,,,,,,,,,,,,,
604205,2021-10-03,IL_Z_0510,22.0,11686.0,20.0,9788.0,42.0,21474.0,,,,,,,,,,,,,,,,,,,,,,,,
1166533,2022-07-24,US_GA_13209,,,0.0,3326.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1508527,2021-10-04,US_LA_22115,,,80.0,20181.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2106818,2022-06-01,US_PR_72083,,,0.0,6937.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2242872,2021-07-20,US_TX_48045,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
889707,2021-10-23,PL_30_62,179.0,58765.0,81.0,49953.0,260.0,108718.0,,,,,,,,,,,,,,,,,,,,,,,,
1354741,2022-03-13,US_IN_18133,,,4.0,15892.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1531678,2022-05-11,US_MD_24510,,,126.0,381900.0,,,,,,,,,,,,,,,,,,,,,,,,,,
352931,2022-05-12,FR_CVL_41,4.0,271536.0,5.0,268879.0,9.0,540415.0,,,,,,,,,,,,,,,,,,,,,,,,
2067976,2021-11-07,US_PA_42065,,,52.0,19969.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1531846,2021-03-10,US_ME,6228.0,296707.0,4340.0,156492.0,9224.0,441443.0,,,1239.0,77332.0,3743.0,213957.0,,,1813.0,71520.0,4193.0,219824.0,,,1288.0,7635.0,1287.0,7632.0,,,,,,
1716137,2022-07-17,US_MS_28129,,,0.0,5516.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2485253,2022-01-27,US_WI_55073,,,94.0,79213.0,,,,,,,,,,,,,,,,,,,,,,,,,,
670787,2021-04-25,IN_UP,3570.0,9783416.0,3101.0,2000464.0,6671.0,11783880.0,,,,,,,,,,,,,,,,,,,,,,,,
1540449,2021-06-19,US_MI,18988.0,5066990.0,36472.0,4577451.0,53543.0,9239321.0,,,21964.0,2431469.0,34004.0,5101761.0,,,12100.0,1823576.0,17103.0,3819733.0,,,2403.0,321724.0,2431.0,316465.0,,,,,,
1816820,2021-06-07,US_ND_38055,,,2.0,3129.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1061937,2021-08-18,US_CO_08079,,,0.0,506.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1530407,2021-08-01,US_MD_24045,,,31.0,45079.0,,,,,,,,,,,,,,,,,,,,,,,,,,
419219,2021-04-30,IL_D_0351,0.0,1416.0,0.0,1318.0,0.0,2734.0,,,,,,,,,,,,,,,,,,,,,,,,
1042306,2021-12-25,US_CO_08001,,,0.0,329085.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1074848,2021-07-12,US_CT_09003,,,717.0,531694.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1069440,2021-11-19,US_CO_08109,,,4.0,2236.0,,,,,,,,,,,,,,,,,,,,,,,,,,
46255,2022-01-10,AR_B_505,18.0,6725.0,10.0,6172.0,28.0,12897.0,,,,,,,,,,,,,,,,,,,,,,,,
2407243,2021-12-22,US_VA_51145,,,0.0,11444.0,,,,,,,,,,,,,,,,,,,,,,,,,,
976372,2022-06-26,US_AR_05039,,,0.0,4003.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2419163,2022-02-24,US_VA_51197,,,5.0,11113.0,,,,,,,,,,,,,,,,,,,,,,,,,,
901218,2021-02-14,PL_32_63,0.0,,0.0,914.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2176144,2022-01-06,US_SD_46102,,,0.0,9994.0,,,,,,,,,,,,,,,,,,,,,,,,,,
628671,2021-02-06,IL_Z_0962,0.0,1869.0,0.0,413.0,0.0,2282.0,,,,,,,,,,,,,,,,,,,,,,,,
1283811,2021-09-10,US_IL_17053,,,33.0,5735.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1983216,2021-12-03,US_OH_39131,,,12.0,11344.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2163276,2021-12-13,US_SD_46051,,,0.0,3223.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1231154,2021-06-17,US_IA_19131,,,7.0,4022.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1107124,2022-06-29,US_FL_12101,,,0.0,329876.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1321214,2022-09-13,US_IL_17203,,,0.0,21306.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2192060,2022-01-10,US_TN_47031,,,0.0,24939.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1124961,2022-05-09,US_GA_13037,,,0.0,3004.0,,,,,,,,,,,,,,,,,,,,,,,,,,
64536,2021-12-21,AR_B_760,221.0,120710.0,610.0,97949.0,831.0,218659.0,,,,,,,,,,,,,,,,,,,,,,,,
1006975,2021-11-05,US_AZ_04009,,,37.0,21470.0,,,,,,,,,,,,,,,,,,,,,,,,,,
532110,2022-04-11,IL_TA_0565,0.0,9261.0,0.0,8682.0,0.0,17943.0,,,,,,,,,,,,,,,,,,,,,,,,
1877271,2021-05-13,US_NH_33003,,,898.0,20330.0,,,,,,,,,,,,,,,,,,,,,,,,,,
294426,2021-08-30,CH_VD,1299.0,484364.0,1368.0,458563.0,2599.0,928150.0,,,,,,,,,,,,,,,,,,,,,,,,
1349527,2021-06-12,US_IN_18113,,,76.0,12882.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1954886,2021-06-14,US_OH_39017,,,706.0,150753.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1515279,2022-05-18,US_MA_25011,,,14.0,48339.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1923744,2021-09-06,US_NY_36019,,,0.0,50238.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1480704,2021-04-28,US_LA_22003,,,39.0,3733.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1335381,2021-12-09,US_IN_18055,,,10.0,12271.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1263684,2022-04-29,US_ID_16061,,,1.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1539875,2021-07-10,US_ME_23031,,,169.0,131277.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1682058,2021-10-11,US_MO_29229,,,0.0,5935.0,,,,,,,,,,,,,,,,,,,,,,,,,,
983216,2022-04-15,US_AR_05067,,,4.0,6512.0,,,,,,,,,,,,,,,,,,,,,,,,,,
951726,2021-07-25,US_AL_01077,,,36.0,30888.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2405747,2021-12-08,US_VA_51139,,,20.0,8699.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1970939,2022-02-14,US_OH_39081,,,24.0,32372.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1542326,2022-07-16,US_MI_26005,,,0.0,62143.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2120240,2022-09-08,US_PR_72137,,,422.0,59325.0,,,,,,,,,,,,,,,,,,,,,,,,,,
936834,2021-05-14,US_AL_01017,,,72.0,5837.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1514670,2022-01-23,US_MA_25009,,,4.0,562636.0,,,,,,,,,,,,,,,,,,,,,,,,,,
596327,2020-03-24,IL_Z_0498,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2472909,2022-02-02,US_WI_55023,,,10.0,9264.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1292898,2022-03-24,US_IL_17089,,,308.0,355753.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1948378,2021-07-02,US_NY_36119,,,998.0,573266.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1102550,2022-02-21,US_FL_12085,,,0.0,101076.0,,,,,,,,,,,,,,,,,,,,,,,,,,
175243,2021-06-03,AR_R_028,4.0,949.0,0.0,456.0,4.0,1405.0,,,,,,,,,,,,,,,,,,,,,,,,
492672,2022-01-08,IL_M_0276,7.0,2293.0,1.0,2156.0,8.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,
1903733,2021-07-25,US_NM_35039,,,37.0,21724.0,,,,,,,,,,,,,,,,,,,,,,,,,,
46502,2021-06-26,AR_B_511,13.0,2281.0,0.0,386.0,13.0,2667.0,,,,,,,,,,,,,,,,,,,,,,,,
2139373,2021-09-17,US_SC_45047,,,73.0,29018.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2534571,2022-08-19,US_WY_56013,,,0.0,21109.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1811151,2022-02-21,US_ND_38031,,,0.0,1736.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1291996,2022-06-18,US_IL_17085,,,0.0,16799.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1028741,2021-08-23,US_CA_06065,,,2748.0,1092562.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1269938,2021-11-12,US_ID_16087,,,10.0,3645.0,,,,,,,,,,,,,,,,,,,,,,,,,,
401749,2022-02-13,FR_PDL_85,0.0,589006.0,4.0,582382.0,4.0,1171388.0,,,,,,,,,,,,,,,,,,,,,,,,
634688,2022-07-18,IL_Z_1139,0.0,36971.0,3.0,35150.0,3.0,72121.0,,,,,,,,,,,,,,,,,,,,,,,,
127640,2022-04-13,AR_J_084,2.0,38501.0,5.0,34691.0,7.0,73192.0,,,,,,,,,,,,,,,,,,,,,,,,
745788,2022-03-13,PL_06_62,0.0,41732.0,0.0,34425.0,0.0,97260.0,,,,,,,,,,,,,,,,,,,,,,,,
2081713,2021-08-04,US_PA_42121,,,13.0,17776.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2315685,2022-01-31,US_TX_48339,,,0.0,320960.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1271709,2022-05-16,US_IL_17003,,,0.0,1925.0,,,,,,,,,,,,,,,,,,,,,,,,,,
595630,2020-10-28,IL_Z_0496,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1886783,2021-06-05,US_NJ_34019,,,21.0,61617.0,,,,,,,,,,,,,,,,,,,,,,,,,,
766025,2021-04-02,PL_10_63,453.0,,5.0,3668.0,458.0,,,,,,,,,,,,,,,,,,,,,,,,,
580147,2021-01-08,IL_Z,8817.0,194541.0,0.0,0.0,8817.0,194541.0,,,,,,,,,,,,,,,,,,,,,,,,
1689909,2022-06-01,US_MS_28023,,,6.0,8900.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1574801,2022-03-09,US_MI_26137,,,2.0,13614.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2333733,2021-06-15,US_TX_48413,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1520788,2022-04-19,US_MD_24003,,,70.0,444490.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1989169,2021-12-28,US_OH_39155,,,356.0,103517.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2038060,2021-05-19,US_OR_41019,,,133.0,35382.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1749158,2022-01-17,US_MT_30097,,,0.0,1482.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2197381,2021-09-19,US_TN_47053,,,0.0,17732.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1949643,2022-04-05,US_NY_36123,,,0.0,13153.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2375669,2022-02-02,US_VA_51011,,,0.0,5136.0,,,,,,,,,,,,,,,,,,,,,,,,,,
228182,2021-10-08,AR_Y_035,3.0,25761.0,50.0,18167.0,53.0,43928.0,,,,,,,,,,,,,,,,,,,,,,,,
909632,2022-04-14,SK_BL,12.0,478510.0,24.0,452070.0,36.0,930580.0,,,,,,,,,,,,,,,,,,,,,,,,
147809,2021-01-06,AR_M_035,13.0,32.0,0.0,0.0,13.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,
687840,2021-11-09,LT,2941.0,1829769.0,2211.0,1741489.0,11526.0,3456995.0,,,,,,,,,,,,,,,,,,,,,,,,
2326266,2022-09-10,US_TX_48381,,,0.0,64505.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2205610,2022-08-10,US_TN_47085,,,0.0,7791.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1715123,2022-06-21,US_MS_28125,,,0.0,2440.0,,,,,,,,,,,,,,,,,,,,,,,,,,
143467,2021-10-21,AR_L_126,8.0,3911.0,14.0,2920.0,22.0,6831.0,,,,,,,,,,,,,,,,,,,,,,,,
1894562,2022-02-25,US_NM_35005,,,12.0,28500.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2003070,2021-11-23,US_OK_40033,,,0.0,2582.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009879,2021-08-08,US_OK_40061,,,2.0,3709.0,,,,,,,,,,,,,,,,,,,,,,,,,,
587151,2022-08-30,IL_Z_0478,0.0,10098.0,0.0,8778.0,0.0,18876.0,,,,,,,,,,,,,,,,,,,,,,,,
390253,2021-07-18,FR_OCC_46,38.0,96954.0,33.0,81974.0,71.0,178928.0,,,,,,,,,,,,,,,,,,,,,,,,
1797371,2022-07-27,US_NC_37177,,,0.0,1994.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1375007,2021-12-11,US_KS_20029,,,11.0,3936.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1840202,2021-08-06,US_NE_31041,,,0.0,3239.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2256741,2021-08-26,US_TX_48101,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
951310,2021-10-11,US_AL_01075,,,0.0,5248.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2387251,2021-05-04,US_VA_51061,,,53.0,13980.0,,,,,,,,,,,,,,,,,,,,,,,,,,
618902,2021-11-29,IL_Z_0535,0.0,2435.0,1.0,2235.0,1.0,4670.0,,,,,,,,,,,,,,,,,,,,,,,,
638419,2020-03-26,IL_Z_1292,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
553079,2022-01-25,IL_WE_3618,0.0,2124.0,0.0,1982.0,0.0,4106.0,,,,,,,,,,,,,,,,,,,,,,,,
1059798,2022-07-15,US_CO_08069,,,0.0,245535.0,,,,,,,,,,,,,,,,,,,,,,,,,,
366425,2021-07-16,FR_IDF_75,11205.0,1399611.0,19453.0,1148838.0,30658.0,2548449.0,,,,,,,,,,,,,,,,,,,,,,,,
1671420,2022-05-29,US_MO_29183,,,0.0,247803.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019949,2022-02-14,US_OK_40101,,,17.0,34310.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1736749,2021-11-19,US_MT_30047,,,11.0,15908.0,,,,,,,,,,,,,,,,,,,,,,,,,,
287259,2021-01-16,CH_LU,553.0,8194.0,0.0,35.0,568.0,8328.0,,,,,,,,,,,,,,,,,,,,,,,,
2408221,2021-12-12,US_VA_51149,,,2.0,21325.0,,,,,,,,,,,,,,,,,,,,,,,,,,
203380,2021-04-29,AR_W_014,1.0,154.0,0.0,18.0,1.0,172.0,,,,,,,,,,,,,,,,,,,,,,,,
2542445,2022-07-20,US_WY_56045,,,0.0,2659.0,,,,,,,,,,,,,,,,,,,,,,,,,,
71093,2021-05-16,AR_B_861,300.0,32952.0,439.0,7466.0,739.0,40418.0,,,,,,,,,,,,,,,,,,,,,,,,
167464,2021-04-29,AR_Q_014,7.0,706.0,4.0,158.0,11.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,
380013,2022-09-10,FR_NAQ_79,0.0,310588.0,0.0,307747.0,0.0,618335.0,,,,,,,,,,,,,,,,,,,,,,,,
1018954,2021-11-24,US_CA_06025,,,148.0,130047.0,,,,,,,,,,,,,,,,,,,,,,,,,,
159228,2022-03-10,AR_N_070,2.0,17228.0,8.0,14042.0,10.0,31270.0,,,,,,,,,,,,,,,,,,,,,,,,
1575320,2022-04-03,US_MI_26139,,,39.0,167543.0,,,,,,,,,,,,,,,,,,,,,,,,,,
655128,2020-11-20,IL_Z_7700,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1856485,2021-07-18,US_NE_31107,,,0.0,3273.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1249473,2022-08-22,US_ID_16003,,,0.0,1907.0,,,,,,,,,,,,,,,,,,,,,,,,,,
620859,2022-04-05,IL_Z_0538,0.0,5147.0,0.0,4472.0,0.0,9619.0,,,,,,,,,,,,,,,,,,,,,,,,
1459918,2021-07-03,US_KY_21161,,,2.0,6601.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1525736,2022-04-27,US_MD_24025,,,48.0,178510.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1190370,2021-07-20,US_GA_13307,,,0.0,305.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2895,2021-11-24,AR_A_014,8.0,2838.0,39.0,2045.0,47.0,4883.0,,,,,,,,,,,,,,,,,,,,,,,,
970098,2021-07-15,US_AR_05015,,,20.0,8344.0,,,,,,,,,,,,,,,,,,,,,,,,,,
94760,2021-10-12,AR_F_021,1.0,1869.0,1.0,1585.0,2.0,3454.0,,,,,,,,,,,,,,,,,,,,,,,,
1513484,2021-07-09,US_MA_25005,,,518.0,280411.0,,,,,,,,,,,,,,,,,,,,,,,,,,
856846,2021-09-22,PL_26_03,37.0,14042.0,22.0,12055.0,59.0,26097.0,,,,,,,,,,,,,,,,,,,,,,,,
554789,2021-09-27,IL_WE_3640,0.0,5851.0,3.0,5522.0,3.0,11373.0,,,,,,,,,,,,,,,,,,,,,,,,
398888,2021-02-25,FR_PDL_44,2485.0,58170.0,1109.0,31435.0,3594.0,89605.0,,,,,,,,,,,,,,,,,,,,,,,,
30999,2021-06-11,AR_B_287,1.0,1701.0,0.0,698.0,1.0,2399.0,,,,,,,,,,,,,,,,,,,,,,,,
2362321,2022-05-07,US_UT_49017,,,0.0,2891.0,,,,,,,,,,,,,,,,,,,,,,,,,,
156825,2021-09-06,AR_N_035,0.0,2432.0,2.0,1053.0,2.0,3485.0,,,,,,,,,,,,,,,,,,,,,,,,
2058540,2021-09-18,US_PA_42027,,,3.0,85237.0,,,,,,,,,,,,,,,,,,,,,,,,,,
472732,2022-07-17,IL_HA_9600,0.0,27052.0,0.0,25802.0,0.0,52854.0,,,,,,,,,,,,,,,,,,,,,,,,
1118090,2022-06-23,US_GA_13009,,,17.0,20051.0,,,,,,,,,,,,,,,,,,,,,,,,,,
81648,2021-11-25,AR_D_007,17.0,7828.0,47.0,6375.0,64.0,14203.0,,,,,,,,,,,,,,,,,,,,,,,,
1130644,2021-09-06,US_GA_13063,,,0.0,48002.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2014740,2021-05-21,US_OK_40081,,,0.0,8132.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2001815,2022-07-08,US_OK_40027,,,0.0,162254.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1437278,2021-09-25,US_KY_21069,,,62.0,6269.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2398046,2022-06-29,US_VA_51103,,,0.0,6421.0,,,,,,,,,,,,,,,,,,,,,,,,,,
762613,2021-04-20,PL_10_17,59.0,,0.0,3996.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,
2191543,2021-12-18,US_TN_47029,,,0.0,16927.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1656451,2021-12-31,US_MO_29123,,,0.0,4472.0,,,,,,,,,,,,,,,,,,,,,,,,,,
546324,2021-02-09,IL_WE_3570,221.0,8424.0,205.0,5019.0,426.0,13443.0,,,,,,,,,,,,,,,,,,,,,,,,
1726257,2021-07-24,US_MT_30005,,,12.0,4171.0,,,,,,,,,,,,,,,,,,,,,,,,,,
947409,2021-12-01,US_AL_01059,,,8.0,12661.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1887574,2022-03-29,US_NJ_34021,,,48.0,259051.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2447388,2021-06-24,US_WA_53001,,,35.0,7032.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2227837,2022-08-07,US_TN_47175,,,0.0,3474.0,,,,,,,,,,,,,,,,,,,,,,,,,,
638861,2021-06-11,IL_Z_1292,2.0,11628.0,1.0,10533.0,3.0,22161.0,,,,,,,,,,,,,,,,,,,,,,,,
421521,2022-08-15,IL_D_0709,0.0,1169.0,0.0,786.0,0.0,1955.0,,,,,,,,,,,,,,,,,,,,,,,,
556336,2020-12-18,IL_WE_3647,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1844204,2021-09-25,US_NE_31057,,,0.0,560.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1854250,2022-03-10,US_NE_31097,,,2.0,2751.0,,,,,,,,,,,,,,,,,,,,,,,,,,
442877,2020-12-19,IL_D_7100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2293516,2022-04-02,US_TX_48249,,,10.0,21774.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1930267,2021-12-16,US_NY_36045,,,124.0,72500.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1412030,2021-11-14,US_KS_20179,,,0.0,835.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1835478,2022-03-10,US_NE_31021,,,0.0,3767.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1889504,2022-02-11,US_NJ_34029,,,259.0,323159.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1700586,2021-11-22,US_MS_28067,,,1.0,26843.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1791143,2021-09-30,US_NC_37153,,,60.0,17880.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1150042,2022-01-16,US_GA_13141,,,0.0,1494.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10204,2022-04-02,AR_A_147,0.0,19489.0,2.0,17133.0,2.0,36622.0,,,,,,,,,,,,,,,,,,,,,,,,
1913910,2022-02-03,US_NV_32015,,,0.0,2160.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2081318,2021-11-11,US_PA_42119,,,0.0,25040.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1240529,2021-06-06,US_IA_19169,,,309.0,45301.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2534699,2021-08-18,US_WY_56015,,,1.0,3998.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2363549,2021-08-26,US_UT_49023,,,3.0,3223.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2429825,2021-08-02,US_VA_51685,,,0.0,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1623286,2022-02-06,US_MN_27165,,,0.0,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2458891,2021-11-12,US_WA_53047,,,12.0,26478.0,,,,,,,,,,,,,,,,,,,,,,,,,,
641385,2020-11-02,IL_Z_1330,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
262870,2020-05-20,BR_MS,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
455831,2021-05-12,IL_HA_1167,0.0,4288.0,2.0,4123.0,2.0,8411.0,,,,,,,,,,,,,,,,,,,,,,,,
1129542,2021-05-15,US_GA_13059,,,79.0,16596.0,,,,,,,,,,,,,,,,,,,,,,,,,,
236935,2021-04-07,AT_1,1756.0,50944.0,499.0,19203.0,2255.0,70147.0,,,,,,,,,,,,,,,,,,,,,,,,
209302,2021-04-14,AR_W_112,122.0,2175.0,0.0,80.0,122.0,2255.0,,,,,,,,,,,,,,,,,,,,,,,,
782080,2022-04-14,PL_14_08,8.0,51127.0,7.0,40937.0,29.0,130648.0,,,,,,,,,,,,,,,,,,,,,,,,
2095579,2021-05-26,US_PR_72041,,,644.0,12367.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1275203,2022-06-21,US_IL_17017,,,0.0,7584.0,,,,,,,,,,,,,,,,,,,,,,,,,,
481531,2021-07-31,IL_M,210.0,1355057.0,981.0,1277448.0,1191.0,2632505.0,,,,,,,,,,,,,,,,,,,,,,,,
2247618,2022-05-16,US_TX_48063,,,4.0,5356.0,,,,,,,,,,,,,,,,,,,,,,,,,,
162830,2022-05-14,AR_P,2.0,250161.0,4.0,224852.0,6.0,475013.0,,,,,,,,,,,,,,,,,,,,,,,,
801403,2021-07-11,PL_16_05,155.0,47404.0,516.0,38214.0,671.0,85618.0,,,,,,,,,,,,,,,,,,,,,,,,
2403097,2021-06-11,US_VA_51127,,,14.0,4298.0,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2021-06-18,AE,0.0,,0.0,,116418.0,14298438.0,,,,,,,,,,,,,,,,,,,,,,,,
1911801,2021-09-23,US_NV_32007,,,47.0,17337.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2409812,2022-03-31,US_VA_51157,,,0.0,3810.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2231668,2021-12-28,US_TX,21531.0,19304170.0,14283.0,16477194.0,80208.0,40354885.0,,,11290.0,9348861.0,51664.0,23769043.0,,,2382.0,5859072.0,27340.0,15140168.0,,,605.0,1268699.0,1192.0,1442242.0,,,,,,
1884911,2021-09-17,US_NJ_34011,,,136.0,60728.0,,,,,,,,,,,,,,,,,,,,,,,,,,
